Unnamed: 0,asin,description,emotion_spacy,most_significant_emotion_spacy
36237,B00153ZQ2S,jordin spark talent year old artist u american idol may record break million vote youngest winner american idol histori first singl tattoo written amanda ghost co pen jame blunt breakthrough classic beauti produc norwegian street ting duo stargat beyonc ne yo rhianna bouyantli reacquaint music fan jordin remark vocal presenc,"Counter({'positive': 4, 'anticipation': 2, 'surprise': 1, 'fear': 1, 'sadness': 1})",positive
36246,B001553Q28,raggedi ann play classic hard rock heavi metal way play your fan dokken tesla maiden queensrych dio right alley though sound tight well rehears profession qualiti materi shine seldom heard heavi metal good shockingli releas year,"Counter({'positive': 5, 'anticipation': 1})",positive
36250,B00155NY34,song greet song mysteri anim song love song wing creatur good morn love song kokopelli travel song honor elder south owl song love song lee comanch love song remembr four wind great lake love song maricopa love song sacr round danc flute song,"Counter({'positive': 6, 'trust': 2, 'anticipation': 1})",positive
36259,B00157VG8W,gener robert e lee said armi without music bobbi horton consid mani expert field histor music war state beyond accomplish musician turn cd cd top notch period music resid birmingham alabama bobbi horton contribut mani project follow ken burn special civil war basebal thoma jefferson lewi clark frank lloyd wright also contribut talonsoft comput game shiloh antietam mani mani product bear talent establish musician bobbi horton continu contribut documentari film well play live solo artist use mostli period instrument bobbi horton translat tune yester year excit foot stompin time today recreat passion music optimist boast tune earli war mourn heartfelt song written ten thousand men fallen never see love one ken burn said think met anyon quit like bobbi abil understand soul american music play sing everyth one man laid us extens select tune love cherish mani mani less known song includ god defend right god save south confeder song boy gone southron watchword anni lauri battl shiloh love soldier campfir medley granni dog bite arkansa travel old joe camp mother battl star banner south take home mother would comfort darl nelli gray southern land captur co h th texa calvari need southern birthright,"Counter({'positive': 14, 'anticipation': 11, 'sadness': 7, 'trust': 6, 'negative': 4, 'fear': 3})",positive
36260,B00157VJVG,radio edit radio edit,Counter({'positive': 2}),positive
36261,B00157S4NW,gener robert e lee said armi without music bobbi horton consid mani expert field histor music war state beyond accomplish musician turn cd cd top notch period music resid birmingham alabama bobbi horton contribut mani project follow ken burn special civil war basebal thoma jefferson lewi clark frank lloyd wright also contribut talonsoft comput game shiloh antietam mani mani product bear talent establish musician bobbi horton continu contribut documentari film well play live solo artist use mostli period instrument bobbi horton translat tune yester year excit foot stompin time today recreat passion music optimist boast tune earli war mourn heartfelt song written ten thousand men fallen never see love one ken burn said think met anyon quit like bobbi abil understand soul american music play sing everyth one man laid us extens select tune love cherish mani mani less known cd contain origin instrument soundtrack vicksburg nation militari park video tour,"Counter({'positive': 9, 'sadness': 6, 'trust': 6, 'anticipation': 5, 'fear': 3, 'negative': 2})",positive
36287,B0015A7V92,hope enjoy spirit fill read king jame version psalm proverb read carl richardson origin releas cassett book sold ten thousand copi world singl mp cd digit master analog reel reel master play nearli dvd player car stereo comput well download portabl mp player,"Counter({'positive': 5, 'trust': 2, 'negative': 2, 'anticipation': 1})",positive
36297,B0015CK1EC,disc comm au premier jour l air du soir vue sur la mer chanson pour liona aria prologu souvenir lointain love tender apr la pluie bobichon un ete fragil smoke get eye le jour tranquil petit papa noel petit concerto pour carignan et orchestr wow disc thorn tree un piano sur la mer true love twilight time noel troi ang venez pasteur elegi reve un soir moscou l amour reve lex yeux ferm soir ete chevauche dedethoven charlevoix disc chanson san parol adagio petit vals nocturn bel astr que j ador funni valentin tammi photo jauni transit un beau dimanch rio non stop evelyn lumier lointain pour soeur en alle embrac way look tonight,"Counter({'positive': 4, 'trust': 2, 'anticipation': 2, 'negative': 1})",positive
36298,B0015CMGM2,side america planet earth rock roll orchestra telepath circl fire mount shasta lilith song side australia oz beyond transubstanti part esper part ii scienc friction mountain song declar independ underground laboratori sky limit let go,"Counter({'positive': 2, 'trust': 1, 'fear': 1, 'anger': 1, 'anticipation': 1})",positive
36314,B0015DOMDM,learn play black hors cherri tree perform k tunstal world class instructor cd without sheet music tablatur step step easi follow instruct correct finger everi note chord explain techniqu taught exampl everi section song play reduc speed full recreat help learn rehears bring part togeth final perform play guitar part band,"Counter({'positive': 3, 'trust': 3, 'sadness': 2, 'anticipation': 2})",positive
36331,B0015EJVIM,lp contain song like babi dream dream greater love shall danc spnish eye michel want play,Counter({'positive': 2}),positive
36355,B0015I2PR2,pnau australian danc music duo nick littlemor peter may duo impact scene back debut album sambanova went go gold win aria award best danc releas second album releas underwat label own darren emerson underworld return first time year self titl third album best matur work date babi first singl proper lift album,"Counter({'positive': 2, 'anticipation': 2, 'sadness': 1, 'trust': 1})",positive
36359,B0015I2V5I,sky shane alexand sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
36364,B0015J8BKQ,record live atlanta ga sunday april rd disc one releas rearviewmirror whip even flow dissid go deep jeremi glorifi g daughter go anim garden state love trust black aliv disc two blood w better man elderli woman rat satan bed sonic reduc porch indiffer,"Counter({'positive': 4, 'negative': 1, 'trust': 1, 'sadness': 1, 'fear': 1})",positive
36365,B0015K8YG6,vg album feather like scratch effect play jacket cellophan hugh masekela taken differ tact inject american instrument trumpet african framework realli music merg becom engulf masekela band super masekela sweet trumpet provid mellow lead frantic rhythm provid conga guitar blend sound throb joyfuyl,"Counter({'positive': 3, 'anticipation': 3, 'negative': 2, 'sadness': 2, 'trust': 1})",positive
36367,B0015KLJRC,imagin incred confid situat use tool hypnosi creat confid situat increas confid one one situat address group use techniqu cd easili abl master self confid benefit suggest given cd help public speak deal conflict even learn simpli best richard k nongard lmft cch licens famili therapist certifi clinic hypnotherapist enjoy educ hypnosi style teach creat unstopp confid use techniqu hypnosi neuro linguist program product manufactur demand use dvd r record media amazon com standard return polici appli,"Counter({'positive': 4, 'anticipation': 3, 'trust': 2, 'fear': 1, 'negative': 1})",positive
36374,B0015MB1FU,cd edvard grieg edvard grieg edtion orchestr work peer gynt suit op peer gynt suit op piano concerto minor op cd symphon danc op sigurd jorsalfar suit op lyric suit op cd johann svendsen norwegian danc op autumn overtur op old norwegian romanc variat op erotik lyrisch stcke op string orchestra harp cd orchestr work choral work two elegiac melodi op suit holberg timefor string orchestra op four hymn bariton solo mix choru op two religi chorus great white flock see bariton solo male choru op cd chamber music string quartet g minor op string quartet f major complet juliu rntgen cd violin sonata f major op violin sonata g major op violin sonata c minor op cd cello sonata minor op fugu f minor string quartet andant con moto piano trio c minor cd piano work lyrisch stcke book iv hakon austbo piano cd cd cd lyrisch stcke book v vii cd lyrisch stcke book viii x cd piano sonata e minor op folkelivsbild op scene popular life ballad g minor op suit fra holberg tid op holberg,"Counter({'positive': 7, 'trust': 7, 'anticipation': 2, 'sadness': 1})",positive
36381,B0015MMYCE,song readi come go life better love woman left lone bye babi rather go blind love stori man woman women bleed still mind mine hurt insid,"Counter({'positive': 2, 'sadness': 2, 'anticipation': 1, 'negative': 1})",positive
36385,B0015N2N8I,believ part origin rte mr brown boy seri part origin mr brown boy anoth hilari romp life lovabl psycho agn brown goe formid agn brown tri keep chaotic famili order forget cours caus chao part three seri agn tri interfer yeah right see daughter cathi fall love hunk detect garda keith duffi seem cathi best friend sexi shape slapper sharon think buster bradi arriv back newli wed dermot life tri tempt back underworld crime maria keep straight narrow add rori dino war winni vibrat betti get husband mark fire father quinn lose faith missionair mysteri ken doherti robbi kean call agn door world lamb slaughter come mind,"Counter({'positive': 6, 'negative': 5, 'fear': 4, 'trust': 3, 'sadness': 1, 'anticipation': 1})",positive
36394,B0015O9F0G,descript featur quartet stryker mulgrew miller piano bob hurst bass victor lewi drum extra special musician play seven stryker origin modern mainstream plu two standard good discov hold mani surpris michael g nasto music guid track victor strike listen heart guitar top matthew waltz solid galapago time love goin new orlean nake citi musician dave stryker guitar mulgrew miller piano robert hurst bass victor lewi drum,"Counter({'positive': 7, 'anticipation': 4, 'sadness': 1, 'negative': 1})",positive
36399,B0015O8YGW,divin duck love take babi home wind want nobodi countri reelin high roller rock babe holiday,"Counter({'positive': 2, 'anticipation': 1})",positive
36412,B0015PO0Y6,tro trax incl dr z titan entertain evergreen pachelbel etc,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
36421,B0015R8Y1O,rare clip complet episod bing crosbi show highlight groucho marx guest appear classic radio show includ jack benni program groucho play checker jack birdsey open hous groucho repris dr hackenbush charact day race second program appear skit call thorndyk philco radio program groucho join bing crosbi pittsburgh bing crosbi show complet episod,"Counter({'positive': 4, 'trust': 3, 'negative': 1})",positive
36428,B0015S2SME,audio cassett tape song rca record twin set contain equival complet stereo record,Counter({'positive': 1}),positive
36437,B0015SYHAK,youll feel youv step back time join fun sing easi lead song everi song reinforc import bibl truth get song man galile sea theme song love lord deuteronomi ha le la le la le lu jah come follow matthew other matthew power everyth need alon worthi king king,"Counter({'positive': 6, 'anticipation': 3, 'trust': 2})",positive
36452,B0015UYSBG,sousa j p star stripe forev moussorgski entr act khovanchina strauss j jr tale vienna wood waltz op ippolitov ivanov process sardar caucasian sketch chabrier e espana rhapsodi haydn f j andant cantabil string quartet f op saint saen c dans macabr sidney sax violin brahm j hungarian danc g minor tchaikovski p solitud op berlioz h hungarian march damnat faust,"Counter({'positive': 3, 'anticipation': 2, 'negative': 1})",positive
36455,B0015VCE8E,w walter feb steinberg march,Counter({'positive': 1}),positive
36460,B0015VGTZS,juan garcia esquivel tesoro de coleccion cd soni el padr del lounc disco latin esqu carioca siboney sketch de glenn miller universidad rock roll collar de perla string pearl popurri curiel tren nocturno night train agua de beber cachita oyem chatita disco mini skirt guanacoa la bikinna perdonam mi vida serenata para metal lamento boricano la raspa puerto princip port au princ cachito pedacito la paloma disco besam mucho canto karabali jungl drum politecnico rock roll jesusita en chihuahua jesucita en chihuahua bailando sobr el tejado danc ceil jungl drum canto karabali mucha muchacha estrellita solament una vez surfboard,"Counter({'positive': 2, 'fear': 1})",positive
36464,B0015VKMPG,radio station promot releas sale stamp,Counter({'positive': 1}),positive
36467,B0015XD8WS,journey katriel stephen merritt former bet alef music director stephen merritt releas first cd journey katriel join soloist marci howard shari rosner pianist jal feldman guest musician song list return eli eli lo yisa goy narrow bridg varechcha l shem ychud shviti katriel niggun filat haderech ribono shel olam,"Counter({'positive': 2, 'sadness': 1, 'trust': 1, 'anticipation': 1})",positive
36480,B0015Z33HG,premier red detach women chines ballet use western instrument instead tradit chines instrument evolutionari time ballet stori young girl wu qinghua overcom poverti injustic save famili villag defeat tyrant govern villag ballet one well know ballet perform china particular ballet perform presid nixon visit china part perman repertoir nation ballet china grand robust full excit listen feel energi dancer music play song taken ballet product excit felt danc theater experienc home,"Counter({'positive': 11, 'trust': 3, 'anticipation': 2, 'negative': 1, 'fear': 1, 'sadness': 1})",positive
36495,B00161HSAW,new import limit edit music cd dvd complet timbirich reunion concert song disc cd domar el air new vuelvo comenzar new atado ti new la fiesta comenz somo amigo la banda timbirich muriendo lento si es ahora soy un desastr medley vaselina medley rockero solo en mi cuarto solo solo yo ojo de miel amor para ti mam disc cd junto ti mrame beso de ceniza princesa tibetana la vida es mejor cantando yo somo uno mismo corro vuelo acelero con todo meno conmigo timbirich medley ero junto hoy tengo que decirt pap mxico disc dvd song cd except new one,"Counter({'positive': 3, 'anticipation': 2, 'sadness': 1})",positive
36503,B00162C5UY,gabbi pahinui son hawaii name honolulu magazin greatest album ever list son hawaii group form ukulel master eddi kama visit gabbypahinui waimanalo home jam togeth joe marshal bassist david feet roger steel guitarist eventu join eddi gabbi group becam known son hawaii album record first record album rereleas cd cassett tape,"Counter({'positive': 4, 'trust': 1})",positive
36507,B00162LTM4,import distribut amherst record special disco version rpm disco club music hard find collect,"Counter({'positive': 1, 'sadness': 1})",positive
36512,B001634L0A,lp contain song like love lollipop rose moonlight becom love letter juli,"Counter({'positive': 2, 'anticipation': 1})",positive
36513,B001635SBQ,lp contain song like world need love never go anymor eye true love eye love,"Counter({'positive': 3, 'trust': 1})",positive
36529,B00164SXMQ,provoc cd elegantli beauti produc sexi male voic profession actor origin music segu spoken word compos talent san francisco musician erotica written woman women sensibl nine differ piec poema de fior delici erot italian poem deliv masculin seduct voic steami translat mirror lover hush darken room make love mirror man describ french secret poem whisper french translat make blush someon els former lover lament let get away rememb danc tropic island handsom stranger seduc danc last dawn hike romant sex stranger hidden meadow man rememb describ make love linger love morn erot play pirat swashbuckl pirat great accent describ tame special way,"Counter({'positive': 8, 'anticipation': 5, 'sadness': 3, 'trust': 2, 'negative': 2, 'fear': 2})",positive
36538,B00165Y74S,tri rememb dungare doll anytim secret love alon togeth love other,"Counter({'positive': 2, 'joy': 1, 'trust': 1})",positive
36546,B00166LU3I,format vinyl record lp spindizzi record usa releas rock music lp releas nil lofgren classic countri rock music lp hous gatefold textur jacket record label green colour version,"Counter({'positive': 3, 'sadness': 2, 'trust': 2, 'negative': 1})",positive
36559,B00166ZJC6,rare girl group classic miller sister pleas mr disc jockey babi doll end uniqu cradlel rock penni overton made forget devaur teenag dew drop ladi petit beat heart allen mimi miss edward sister make cri sandett without duchess everi boy town terri velveteen wait camil creation hey babi shondel fool fall love marlett way allison ling ting tong velveteen pleas holi father gingersnap bald head papa margaret charmett donni debteen drip drop taylortop see somewher may hartsi year go cheryl ann come anoth teardrop sweet marque love babi cannon sister johnni joy barbara contessa hard guy pleas elana mari twilight soldier boy ellen mari rainbow love mine levett tri,"Counter({'positive': 6, 'negative': 5, 'trust': 2, 'anticipation': 2, 'sadness': 2, 'joy': 1})",positive
36577,B001693EMU,favorit disco song know love origin artist surviv turn beat around boogi oogi oogi famili upsid rain men,Counter({'positive': 1}),positive
36598,B0016BWBFE,polish techno,Counter({'positive': 1}),positive
36600,B0016BXT1O,album contain array passion spontaneau song corpor express love awe sweet jesu,"Counter({'positive': 2, 'anticipation': 2})",positive
36648,B0016H7EUU,releas th studio album revel third day mac powel tai anderson mark lee david carr hit new height christian music premier rock band record lo angel first time third day work project outsid south third day signatur rock sound get infus new energi thank band new collabor produc howard benson daughtri flyleaf hoobastank p heart sleev frontman princip lyricist mac powel give voic emot believ feel attempt reconcil everyday struggl hope born salvat song like run born first singl call name like music step stone band creativ journey result new chapter third day stori truli music revel slow call name run revel othersid let love alway true born give love caught readi take,"Counter({'positive': 8, 'anticipation': 6, 'sadness': 3, 'negative': 2, 'trust': 1})",positive
36650,B0016H90JS,beatl road runner lost star club tape track list road runner money want beauti girl lovesick blue first tast love dizzi miss lizzi saw stand know love tast honey talk gon na sit right cri twist shout shelia get love twist shout want heavi paul vocal blue moon kentucki threetl king fuh brute forc rock peac plastic ono band love billi j kramer dakota,"Counter({'positive': 8, 'sadness': 4, 'anticipation': 3, 'surprise': 2})",positive
36670,B0016K8AGE,eddi king music track see photo song titl,"Counter({'positive': 1, 'sadness': 1, 'anticipation': 1})",positive
36679,B0016L8WZ2,columbia special archiv album seal say classic album rare condit,"Counter({'positive': 2, 'trust': 1})",positive
36680,B0016L9X46,greatest love theme love stori rest life begun look love need love first time ever saw face guy love world need love say love love feel man woman know love tonight,"Counter({'positive': 10, 'anticipation': 2})",positive
36684,B0016LJJ68,collect ramsey lewi trio vinyl record album side love princess right misti day lone night bach blue travel side danc mystiqu sad done come love yet peac tranquil almost yr play togeth trio close achiev someth everi group musician strive abl think adn play one five tune album base clasic theme love princess base athem rimski korsakov misti day lone night rachmaninoff bach blue owe debt j bach danc msystiqu tchaikovski deriv love yet brahm four tune root blue high fidel record,"Counter({'positive': 7, 'sadness': 6, 'trust': 2, 'anticipation': 1})",positive
36701,B0016N8GQ0,gatefold sleev alon worth great pictur especi insid record live sahara hotel la vega juli august grab avail,"Counter({'positive': 2, 'negative': 1})",positive
36704,B0016N8CVO,live apollo vol iii record legendari doubl album rare offer sale especi shape jame brown fan would love record artwork gatefold sleev grab quick,"Counter({'positive': 3, 'negative': 1})",positive
36706,B0016O2W82,press lp produc band master sound minneapoli mn record old ten lake township schoolhous novemb instrument guitar fiddl harmoni lead vocal madnolin stand bass materi written known local,Counter({'positive': 2}),positive
36707,B0016O6S9G,track list christma song nat king cole new year eve ella fitzgerald smooth one herb elli babi cold outsid dean martin winter weather benni goodman sleigh ride tex benek linu luci vinc guaraldi rudolph billi may zat santa clau loui armstrong christma lou rawl would anyth ken peplowski merri littl christma bing crosbi,"Counter({'positive': 2, 'anticipation': 1, 'negative': 1})",positive
36720,B0016P1T1M,almost fallin love took tv love full secret life guy fawk night donnelli hotel edg world sideway golden egg lost soul paradis,"Counter({'positive': 3, 'trust': 1, 'sadness': 1})",positive
36722,B0016P7A8I,made austria print contain track instrument rare mix band featur member bone thug n harmoni track list thug devot radio version thug devot album version thug devot instrument thug devot richi p radio mix thug devot richi p mix thug devot spragga mix cd come slim line jewel box front insert never back insert issu,"Counter({'positive': 3, 'anticipation': 2})",positive
36723,B0016PAQAM,come expand edit cd book music track list grey let go need love enough porcelain heart take away psalm god enough feat todd agnew minut fame thought one like never alon acoust version beauti earth acoust version porcelain heart acoust need love acoust never alon radio edit,"Counter({'positive': 5, 'anticipation': 4, 'sadness': 1})",positive
36736,B0016S1U2W,side one rise shine thought willi live learn song love one mani time music,"Counter({'positive': 3, 'anticipation': 2, 'sadness': 1})",positive
36744,B0016W8DQO,soul wonder cd miten deva premal manos sacr devot mantra chant rock groov mingl wood smoke india warm cd soul wonder miten season singer songwrit peak poetic power miten tale medit accept soul wonder illumin divin voic deva premal bansuri nepales maestro manos along kora violin hammond organ slide guitar acoust guitar fli high intertwin om shree rama sure becom classic ecstat energi fli high click small imag enlarg,"Counter({'positive': 3, 'anticipation': 2, 'negative': 1})",positive
36749,B0016WWF40,track come love billi holiday brook thou swell blossom deari everi man woman doodlin sarah vaughan stay mind dinah washington best yet come dian schuur world nnenna frelon old feel loui armstrong need ernestin anderson sunday new york shirley horn brook brother carmen mcrae misbehavin carmen mcrae love madli ella fitzgerald moon karrin allyson everi night joe william,"Counter({'positive': 3, 'anticipation': 2, 'trust': 1})",positive
36752,B0016X2EA4,track list hut snake shiner someday want need tast south rest life real ea curv earth dave hous,"Counter({'positive': 2, 'anticipation': 1, 'fear': 1, 'trust': 1, 'negative': 1})",positive
36754,B0016WQUQY,tune kind woman candi think everyth stella starlight louis easi rememb cherri behav ladi woman love man met miss jone,"Counter({'positive': 2, 'trust': 1})",positive
36759,B0016ZM74U,origin rca cpl stereo releas yet discov lo indio tabajara let take wonder place guitar never sung proudli nanci lawrenc song includ vals minor op chopin fur elis bagatel minor beethoven recuerdo de la alahambra tarrega hora staccato dinicu heifetz vals flat op chopin la rond de lutin antonio bazzini serenata espanola joaquim malat romanc de amor vincent gomez,Counter({'positive': 1}),positive
36792,B00172VS6U,track one bigg talent carolina beach music circl includ babe great cover top sugar pie honey bunch,"Counter({'positive': 3, 'anticipation': 2, 'joy': 1, 'sadness': 1, 'trust': 1})",positive
36796,B001736HVU,monument mg lp,Counter({'positive': 1}),positive
36800,B001764T6M,millenium releas classic barnaba album bonu track,"Counter({'positive': 1, 'anticipation': 1})",positive
36805,B00176BB5Y,epic bfe,Counter({'positive': 1}),positive
36807,B001772JO0,luck ladi enchant even oklahoma medley go distanc man la mancha medley everybodi say unexpect song tha moment music night j c superstar love chang everyth feel love tonight tell sunday half moment,"Counter({'positive': 4, 'anticipation': 1, 'sadness': 1, 'trust': 1})",positive
36844,B0017GLNS4,track histori bodi soul chemistri rhythm street goe control rule love lose forev,"Counter({'positive': 2, 'anticipation': 1, 'trust': 1, 'fear': 1})",positive
36860,B0017HVHNE,one hour radio documentari wbgo host joe morton includ interview plu sever complet cut carnegi hall concert,"Counter({'positive': 1, 'negative': 1})",positive
36863,B0017I2124,beethoven lyudwig van romanc violin orchestra g major op violin victor tretyakov conductor mariss janson ussr state symphoni orchestra record decemb paganini niccolo violin concerto major op ms allegro maestoso ii adagio espressivo iii rondo allegro spiritoso violin victor tretyakov conductor neem jarvi estonian state symphoni orchestra record novemb glazunov alexand violin concerto minor op moderato ii andant sostenuto iii allegro violin victor tretyakov conductor alexand lazarev ussr state symphoni orchestra record march,"Counter({'positive': 9, 'trust': 4})",positive
36872,B0017IAR0M,produc rod mckuen wade alexand liner note rex reed includ hit em head love make today yesterday begun time love buy sell fire rain love long wind road hi de ho rest life snowbird hurri tuesday child ten cent danc album includ poster,"Counter({'positive': 4, 'anticipation': 4, 'fear': 2, 'negative': 1})",positive
36874,B0017IVMCY,classic gold tchaikovski royal philharmon jackson conductor,Counter({'positive': 2}),positive
36887,B0017K6N7Q,side one first routin tv soundtrack side two lou get job,Counter({'positive': 1}),positive
36888,B0017K6N6M,made uk pickwick group record track simpl heart golden ladi love hot summer night runner red light bodi check givin givin jump gun magic air lookin love set free starlight without fall love women love,"Counter({'positive': 6, 'anticipation': 1, 'anger': 1, 'negative': 1, 'sadness': 1})",positive
36944,B0017R1DDS,debut ep australian synthpop rock mercenari galvatron soundtrack coolest sci fi movi never made put fun back rock ep kid record melbourn lindsay gravina live end shihad mix hollywood legendari tim palmer david bowi pearl jam u cure mushroom,"Counter({'positive': 3, 'anticipation': 1})",positive
36946,B0017R7350,two cd set record live royal georg theatr chicago juli eric aruna wfmt radio network record,"Counter({'positive': 1, 'anticipation': 1})",positive
36958,B0017RXT7Q,tracklist medley say get wit bread butter littl bitti pretti one rockin robin everybodi love lover mr lee sunni quitter never win got lovin feelin b show b ebb tide b hold comin b babi need lovin,"Counter({'positive': 3, 'negative': 1, 'anticipation': 1, 'trust': 1})",positive
36974,B0017SK126,leonard bernstein conduct new york philharmon rachmaninoff concerto philipp entremont pianist also three prelud piano minor e flat major c sharp minor,Counter({'positive': 1}),positive
36982,B0017T5CXI,doubl lp set contain song david houston like tht cri babi mine l know care love song love differ song tammi wynett like kiss babi tell stand still around two us,"Counter({'positive': 2, 'surprise': 1, 'anticipation': 1})",positive
36999,B0017U4O3Q,last safe place earth j pollard know boy haselden got haselden see eye j pollard r roddi addict r roddi let fantasi j pollard mysteri r roddi know troubl see r roddi j pollard wait love j pollard cri insid r roddi j pollard lifelin r roddi l medica f frederiksen haselden line love haselden stand way r roddi j odom look j odom f frederiksen r roddi haselden leroux album orient rock aor album popular europ japan earli still benchmark other genr judg cd contain song leroux classic aor album last safe place featur jeff pollard vocal fire featur fergi frederiksen vocal select featur jeff year let fantasi mysteri know troubl see wait love cri insid last safe place year last safe place earth know boy addict well never releas got see eye fergi featur fire year lifelin line love look never releas stand way cd studio enhanc,"Counter({'positive': 6, 'trust': 4, 'negative': 2, 'anticipation': 2, 'fear': 2})",positive
37007,B0017UK07A,demian demian lost hard psych classic fact second album texan psych legend bubbl puppi whod chang name legal reason record late night celebr record plant lo angel stupend blend tough rock riff pop hook gloriou melodi bite psychedel guitar sore promot origin releas caus band splinter follow year track list face crowd windi citi love peopl come todd tune tender babi loner bubbl puppi gather promis bubbl puppi rod princ vocal guitar todd potter guitar roy cox bass clayton pulley drum bubbl puppi texan psychedel rock band form san antonio texa rod princ roy cox look form top gun rock band base concept dual lead guitar princ cox recruit todd potter gymnast saxophon player guitarist addit danni segovia origin line bubbl puppi complet bubbl puppi live debut open act san antonio sever line chang final roster bubbl puppi settl rod princ todd potter lead guitar roy cox bass guitar david fuzzi fore drum bubbl puppi move austin texa sign record contract houston base intern artist home th floor elev red krayola track list hot smoke sasafrass todd tune got reach lone gather promis hurri sundown elizabeth safe say road st stephen begin digipak,"Counter({'positive': 10, 'trust': 7, 'sadness': 5, 'anticipation': 4, 'negative': 4, 'fear': 3, 'surprise': 1, 'anger': 1})",positive
37020,B0017W7EGI,first ever cd releas worldwid classic record made herbert von karajan may tokyo suntori hall,Counter({'positive': 1}),positive
37022,B0017WDCT6,classic hit mama papa song includ california dreamin call name creequ alley twist shout saw lastnight dedic one love twelv thirti monday monday word love dream littl dream danc street peopl like us babi got feelin straight shooter love ivi go wan na go girl look window trip stumbl fall,"Counter({'positive': 4, 'surprise': 2, 'negative': 1, 'trust': 1, 'fear': 1, 'sadness': 1})",positive
37024,B0017WNPX4,song oregon trail solid americana natur adult famili theme featur mcnevin trademark storytel song includ willi gold miner michael met camp high sierra harriet year old girl walk oregon trail famili critter stew cut pioneer diet man leve man play trumpet sacramento river th juli bank littl blue wagon train settl night plain hill travel long way song cd creat learn compani accompani oregon trail lear softwar record summer went softwar box artist perk custom across us music cd written produc michael hill man leve harriet critter stew bank littl blue willi,"Counter({'positive': 5, 'sadness': 3, 'trust': 2, 'negative': 1, 'anticipation': 1})",positive
37025,B0017WPFU0,memphi root rock,Counter({'positive': 1}),positive
37028,B0017X2JD0,song list wine yellow bandanna memphi tennesse day high noon almost persuad comeback woman invis tear back street affair aint lovin walk tall goe everyth cheatin heart help still love,Counter({'positive': 1}),positive
37035,B0017XVBOI,sunni side street better love yesterday heard rain come back imagin parad pass rememb best time begin see light soon gon na rain brazil rememb april choos,"Counter({'positive': 1, 'anticipation': 1})",positive
37044,B0017YW42A,tu boca last one bathhous hamba reminisc rocket love cousin mari land etern tranquil light tradit non tradit untold lorelei mango mangu horizon afro blue,"Counter({'positive': 3, 'anticipation': 2, 'anger': 1, 'negative': 1, 'sadness': 1})",positive
37045,B0017ZC3U2,peter nero boston pop play rhapsodi blue love stay embrac man love take away bidin time got rhythm,"Counter({'positive': 3, 'surprise': 1, 'sadness': 1, 'anticipation': 1})",positive
37051,B00180IXBO,la peregrinacion zhivotny love stori leto fluger eanuel parti chudo song rok n roll mertv deluna kalimba de luna tak khorosho la peregrinacion zhivotny,"Counter({'positive': 1, 'trust': 1})",positive
37056,B00181UH4Y,victor babin vitya vronski piano side tchaikovski swan lake waltz tchaikovski serenad string c op waltz tchaikovski nutcarck waltz flower tchaikovski eugen onegin waltz arenski suit op waltz side rimski korsakoff danc tumbler benjamin jamaicalypso stravinski circu polka copland danzon cubano r strauss der rosenkavali concert waltz,Counter({'positive': 1}),positive
37063,B00182NIQ2,shekinahhosannamus kyri eleison fear exchang desert call amaz grace dear god yeshuah ha maschiach shekinah hosanna,"Counter({'positive': 2, 'negative': 1, 'sadness': 1, 'trust': 1})",positive
37072,B00183WDMQ,bring best hit music librari artist includ stephani mill miquel brown bad manner kajagoogoo contain track record sabrina boy summertim love dollar give back heart simon harri bass low go odyssey use wear matchbox midnit dynamo hazel dean say gon na rain stephani mill never knew love like barbara pennington crowd street bad manner special brew nolan gon na rock toto coelo mucho macho evelyn thoma masquerad sugar minott good thing go jimmi ruffin hold love sister sledg think buck fizz land make believ rank roger beat mirror bathroom kajagoogoo ooh ah kool gang get miquel brown saint sinner,"Counter({'positive': 8, 'anticipation': 5, 'negative': 4, 'sadness': 3, 'trust': 1})",positive
37098,B00186Q1L2,love gener gener love track titl hey girl conscious expans leav grow grey groovi kind love bummer guid home workin way back epitaph world without love maman mama stop name love fluffi rain w c field imperi limit edit high qualiti vinyl reissu new seal,"Counter({'positive': 5, 'anticipation': 3, 'trust': 2, 'negative': 1, 'sadness': 1})",positive
37122,B00188QLYM,special limit edit includ dvd track,"Counter({'positive': 1, 'anticipation': 1})",positive
37124,B00188VP0C,lorn ride easi saddl one great job dan blocker sign dan blocker see photo song side five card stud cool water devil grin pretti hors devil cat ol chisholm trail side wagon wheel frighten town shadow cactu tumbl tumblewe gold whoope ti yi yo,"Counter({'positive': 4, 'anticipation': 3, 'sadness': 1})",positive
37127,B0018A73MY,tune babi empti arm train dark moon lulu rock hula shi born love teardrop heart old jazz school careless caress treasur island sinc went away ricki tick song,"Counter({'positive': 2, 'sadness': 1, 'trust': 1})",positive
37131,B0018ACPC2,personel bill evan piano chuck israel larri bunker drum tune israel elsa round midnight love stay heart sing turn come rain come shine could see,"Counter({'positive': 2, 'fear': 1, 'anticipation': 1})",positive
37132,B0018AHHRU,go away littl girl never end song love theme summer hear church bell ring night drove old dixi town sweet citi woman fine take home countri road never love raini day monday sunday adio au revoir aur wiedersehn,"Counter({'positive': 2, 'anticipation': 2})",positive
